-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.152344 -0.0498047 
0.0800781 0.0576172 0.0947266 
-0.0078125 0.0576172 -0.00878906 
0.0351562 0.189453 -0.0224609 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0712891 0.078125 0.0556641 
-0.0214844 0.0537109 -0.00390625 
0.0195312 0.121094 -0.046875 
-0.0107422 0.0439453 -0.0175781 
0.0175781 0.146484 -0.0458984 
0.0341797 0.0722656 -0.0302734 
-0.0078125 0.0585938 -0.00878906 
0.0214844 0.0693359 0.0273438 
0.0205078 0.135742 -0.0410156 
0.0166016 0.152344 -0.0488281 
0.00878906 0.0146484 0.0146484 
-0.0166016 0.0449219 0.0712891 
-0.00683594 0.0986328 0 
-0.000976562 0.0722656 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0439453 0.134766 0.00488281 
-0.000976562 0.128906 0.0322266 
0.194336 0.169922 0.178711 
0 0.0673828 -0.00976562 
-0.00683594 0.0585938 -0.0078125 
0.03125 0.140625 -0.0351562 
0.015625 0.149414 -0.046875 
0.015625 0.149414 -0.046875 
0.015625 0.152344 -0.0498047 
0.0136719 0.151367 -0.0488281 
0.0429688 0.0527344 0.115234 
-0.00683594 0.0585938 -0.0078125 
-0.00390625 0.136719 -0.00292969 
-0.00390625 0.0712891 0.0273438 
0.0673828 0.0957031 0.0410156 
0.0166016 0.165039 -0.0429688 
0.0107422 0.0507812 0.0566406 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.158203 -0.0488281 
0.015625 0.152344 -0.0498047 
-0.000976562 0.0625 -0.0136719 
0.015625 0.149414 -0.046875 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0224609 0.0742188 0.0214844 
-0.00195312 0.0576172 -0.0107422 
0.0380859 0.0449219 0.0263672 
0.0751953 0.119141 0.0917969 
0.0175781 0.146484 -0.0458984 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.00195312 0.0703125 -0.0078125 
0.0351562 0.0761719 0.0195312 
0.000976562 0.0791016 0.015625 
0.0322266 0.117188 0.0166016 
-0.00683594 0.0576172 -0.0078125 
0.0341797 0.106445 0.0996094 
0.00390625 0.0800781 -0.0195312 
0.0117188 0.12207 -0.0537109 
-0.000976562 0.0488281 -0.00683594 
0.0263672 0.12207 -0.0332031 
-0.00683594 0.0585938 -0.0078125 
0.0166016 0.146484 -0.046875 
0.00976562 0.102539 0.000976562 
0.0175781 0.0341797 0.0537109 
-0.0439453 0.188477 -0.0986328 
0.015625 0.155273 -0.0498047 
-0.000976562 0.0527344 -0.00683594 
-0.0263672 0.0996094 -0.0478516 
0.0214844 0.133789 -0.0390625 
0.00195312 0.0722656 -0.0078125 
0.000976562 0.0693359 -0.0078125 
0.0478516 0.0488281 0.00488281 
0.00488281 0.0742188 -0.00585938 
-0.0683594 0.0634766 -0.0800781 
-0.0351562 0.09375 -0.0351562 
-0.0117188 0.140625 -0.0888672 
-0.000976562 0.0634766 -0.0117188 
0.0175781 0.145508 -0.0458984 
-0.0078125 0.0498047 -0.0126953 
0.0175781 0.15918 -0.0439453 
-0.00195312 0.0566406 -0.0107422 
0.0507812 0.129883 0.0322266 
-0.00976562 0.0498047 -0.0146484 
0.0185547 0.119141 0.00195312 
-0.00585938 0.0419922 -0.0107422 
0.0166016 0.0498047 0.0185547 
0.00488281 0.00390625 -0.0292969 
0.0751953 0.0341797 0.151367 
-0.0078125 0.0576172 -0.00878906 
0.0253906 0.03125 0.00390625 
-0.000976562 0.0634766 -0.0117188 
0.0175781 0.142578 -0.0439453 
0.0166016 0.15918 -0.0488281 
-0.00488281 0.0410156 -0.00976562 
-0.015625 0.0625 -0.0253906 
-0.0078125 0.0498047 -0.0126953 
-0.0078125 0.0576172 -0.00878906 
-0.0439453 0.0390625 -0.0498047 
-0.00488281 0.0410156 -0.00976562 
-0.0078125 0.0556641 -0.00976562 
-0.00683594 0.0585938 -0.0078125 
0.0166016 0.147461 -0.046875 
0.0273438 0.133789 -0.00292969 
0.0166016 0.15918 -0.0458984 
0.0205078 0.137695 -0.0429688 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.155273 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
-0.0126953 0.0380859 -0.0214844 
-0.00683594 0.0576172 -0.00683594 
0.0214844 0.133789 -0.0390625 
-0.00390625 0.0742188 0.0625 
0.0546875 0.112305 0.00292969 
0 0.0566406 -0.00292969 
0.00488281 0.0488281 -0.00390625 
0.015625 0.152344 -0.0498047 
-0.00683594 0.0576172 -0.0078125 
0.000976562 0.0673828 -0.00976562 
0.000976562 0.0683594 -0.00878906 
0.00878906 0.112305 -0.0712891 
0.0380859 0.0800781 0.0136719 
-0.0078125 0.0507812 -0.0107422 
0.0380859 0.0693359 -0.0175781 
0.015625 0.15332 -0.0498047 
0.0205078 0.211914 0.000976562 
0.0185547 0.142578 -0.0439453 
-0.00683594 0.0595703 -0.00878906 
0.000976562 0.0673828 -0.00976562 
0.0136719 0.0478516 0.0302734 
-0.0078125 0.0585938 -0.00878906 
0 0.0410156 0.00585938 
0.0644531 0.198242 0.0302734 
0.0537109 0.0810547 0.0078125 
-0.00683594 0.0576172 -0.0078125 
0.0166016 0.152344 -0.0478516 
0.0722656 0.169922 0.0380859 
0.0322266 -0.0078125 0.0146484 
-0.0078125 0.177734 -0.0898438 
-0.00878906 0.0517578 -0.0126953 
-0.00195312 0.0615234 -0.0126953 
-0.000976562 0.0439453 -0.00488281 
0.015625 0.155273 -0.0507812 
0.015625 0.149414 -0.046875 
0.00488281 0.0498047 0.0175781 
0.00292969 0.0722656 -0.00683594 
0.0185547 0.141602 -0.0429688 
-0.00683594 0.0576172 -0.0078125 
-0.0566406 0.196289 -0.114258 
0.015625 0.154297 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
-0.00195312 0.0644531 -0.0126953 
0.00585938 0.0195312 -0.00976562 
0.0585938 0.128906 0.0419922 
-0.00683594 0.0585938 -0.0078125 
0.0478516 0.0537109 0.0976562 
0.0205078 0.137695 -0.0410156 
0.015625 0.154297 -0.0498047 
-0.0078125 0.0576172 -0.00878906 
-0.015625 0.106445 -0.0195312 
0.116211 -0.000976562 0.253906 
-0.0078125 0.0527344 -0.0107422 
0.0146484 0.150391 -0.0488281 
0.015625 0.149414 -0.0478516 
-0.00683594 0.0585938 -0.0078125 
-0.0078125 0.0507812 -0.0117188 
-0.00585938 0.0419922 -0.0107422 
-0.00585938 0.0273438 -0.0146484 
0.104492 0.046875 0.143555 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.00292969 0.168945 0.0166016 
0.0439453 0.140625 0.0166016 
-0.00488281 0.0507812 -0.0078125 
0.00292969 0.0878906 -0.0078125 
0.0166016 0.15332 -0.0488281 
0.0146484 0.15332 -0.0498047 
0.0253906 -0.00390625 0.0654297 
-0.0341797 0.225586 -0.189453 
-0.00390625 0.0429688 -0.00390625 
0.00292969 0.0332031 -0.0146484 
-0.000976562 0.0566406 -0.0195312 
0.0214844 0.107422 -0.0400391 
-0.00878906 0.0585938 -0.0136719 
-0.00683594 0.0585938 -0.0078125 
-0.0185547 0.0410156 -0.0078125 
0.0107422 0.0380859 0.0253906 
0.0136719 0.151367 -0.0507812 
0.0136719 0.151367 -0.0498047 
0.0136719 0.151367 -0.0498047 
-0.00390625 0.0634766 -0.000976562 
-0.000976562 0.0644531 -0.0107422 
-0.000976562 0.0654297 -0.0107422 
0.0488281 0.1875 0.0771484 
0.015625 0.162109 -0.0449219 
0.0166016 0.154297 -0.0478516 
-0.00195312 0.0595703 -0.0126953 
-0.00683594 0.0585938 -0.0078125 
0.00683594 0.0498047 0.0234375 
0.0214844 0.0224609 0.0361328 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.154297 -0.0498047 
0.00585938 0.0585938 0.0166016 
0.015625 0.155273 -0.0488281 
-0.0136719 0.0332031 -0.0244141 
-0.00683594 0.0585938 -0.0078125 
0.0146484 0.151367 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.0146484 0.0771484 -0.000976562 
0.00488281 0.0595703 0.0146484 
0.0078125 0.0546875 0 
-0.0195312 0.125 -0.0966797 
0.0175781 0.0322266 0.0527344 
0 0.0527344 0.00878906 
-0.000976562 0.0400391 -0.00488281 
0.0166016 0.154297 -0.0488281 
0.015625 0.155273 -0.0507812 
0.00195312 0.0332031 -0.00195312 
-0.000976562 0.0507812 -0.00585938 
0.0107422 0.0849609 0.03125 
-0.0126953 0.0351562 -0.0234375 
0.0371094 0.0869141 0.00683594 
-0.00878906 0.0478516 -0.0117188 
-0.0117188 0.0371094 -0.0205078 
0.00683594 0.113281 0.00488281 
-0.00683594 0.0585938 -0.0078125 
-0.0078125 0.0566406 -0.00878906 
0.00390625 0.0742188 -0.00488281 
-0.0078125 0.0419922 -0.0136719 
0.0478516 0.0859375 0.0898438 
0.015625 0.154297 -0.0498047 
0.0146484 0.152344 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
-0.0175781 0.101562 0.0957031 
0.015625 0.158203 -0.0498047 
0.015625 0.155273 -0.0498047 
0.0175781 0.152344 -0.0478516 
0.00488281 0.0478516 0.0205078 
-0.000976562 0.0410156 -0.00488281 
0.015625 0.152344 -0.0498047 
0.0410156 0.137695 0.00292969 
0.0146484 0.157227 -0.0507812 
0.0146484 0.152344 -0.0498047 
0.0205078 0.136719 -0.0410156 
0.0244141 0.125977 -0.0351562 
-0.000976562 0.0439453 -0.00585938 
0.0195312 0.182617 -0.0126953 
-0.000976562 0.0439453 -0.00488281 
-0.0078125 0.0498047 -0.0126953 
0.0185547 0.141602 -0.0439453 
-0.00976562 0.0644531 -0.00878906 
-0.0185547 0.150391 -0.0332031 
-0.00683594 0.0576172 -0.00683594 
-0.0078125 0.03125 -0.0146484 
-0.00292969 0.0605469 -0.0146484 
-0.00195312 0.0400391 -0.00585938 
0.0449219 0.100586 -0.00683594 
0.0146484 0.157227 -0.0517578 
-0.0078125 0.0537109 -0.0107422 
-0.00683594 0.0585938 -0.0078125 
0.0078125 0.0751953 0.015625 
-0.000976562 0.0537109 -0.0078125 
-0.0527344 0.0947266 -0.0634766 
-0.0078125 0.0556641 -0.00976562 
0.0244141 0.12793 -0.0371094 
0.0449219 0.108398 0.00683594 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0 0.0673828 -0.00976562 
-0.00488281 0.0410156 -0.00976562 
0.00585938 0.0771484 -0.0166016 
-0.00390625 0.0253906 -0.0078125 
-0.00683594 0.0576172 -0.00683594 
0.0146484 0.152344 -0.0498047 
0.000976562 0.0742188 -0.0253906 
-0.00683594 0.0576172 -0.0078125 
-0.00878906 0.0595703 -0.03125 
0.0214844 0.128906 -0.00585938 
0.000976562 0.0683594 -0.00878906 
-0.00683594 0.0585938 -0.0078125 
0.0136719 0.150391 -0.0498047 
0.0175781 0.146484 -0.0458984 
-0.0078125 0.0498047 -0.0117188 
0.0166016 0.146484 -0.046875 
-0.00292969 0.0556641 -0.000976562 
-0.00683594 0.0585938 -0.0078125 
-0.000976562 0.0488281 -0.00683594 
-0.00878906 0.0449219 -0.0136719 
0.0107422 0.0488281 0.0283203 
0.0146484 0.15625 -0.0498047 
0.109375 0.150391 0.0664062 
-0.00683594 0.0585938 -0.0078125 
-0.000976562 0.0664062 -0.00976562 
0.015625 0.154297 -0.0488281 
0.0146484 0.154297 -0.0507812 
-0.00195312 0.0419922 -0.00585938 
0.0146484 0.152344 -0.0498047 
-0.00683594 0.0576172 -0.0078125 
-0.0078125 0.0585938 -0.00878906 
-0.00390625 0.0410156 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0214844 0.0537109 0.00683594 
0.0605469 0.0576172 0.0332031 
-0.0078125 0.0595703 -0.00878906 
-0.015625 0.173828 -0.0957031 
-0.00683594 0.0556641 -0.00195312 
0.0634766 0.0078125 0.134766 
-0.0078125 0.0556641 -0.00976562 
0.0166016 0.0458984 0.0400391 
-0.00585938 0.0771484 -0.0175781 
-0.0078125 0.0566406 -0.00878906 
0.015625 0.15625 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0576172 -0.0078125 
-0.0078125 0.0566406 -0.00878906 
-0.0078125 0.0419922 -0.0136719 
-0.00488281 0.0410156 -0.00976562 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0283203 0.0517578 -0.0556641 
-0.0224609 0.112305 0.0195312 
0.0371094 0.0839844 -0.0341797 
0.0351562 0.100586 0.0839844 
0.015625 0.158203 -0.0488281 
-0.00683594 0.0585938 -0.0078125 
0.0341797 0.0585938 0.0683594 
0.0146484 0.151367 -0.0498047 
0.00195312 0.0683594 -0.0078125 
-0.000976562 0.0400391 -0.00488281 
0.0292969 0.0400391 0.0654297 
-0.00683594 0.0595703 -0.00878906 
-0.00878906 0.046875 -0.0136719 
0.0615234 0.119141 -0.0175781 
-0.00488281 0.0361328 -0.00683594 
-0.00683594 0.0576172 -0.00683594 
-0.00683594 0.0576172 -0.00683594 
0.000976562 0.0625 0.00878906 
-0.0078125 0.0439453 -0.0136719 
0.015625 0.046875 0.0371094 
0.0244141 0.197266 -0.03125 
-0.00488281 0.126953 -0.0966797 
-0.0126953 0.166016 -0.046875 
0.00195312 0.0703125 -0.00878906 
-0.0146484 0.0244141 -0.0292969 
-0.0185547 0.132812 0.121094 
0.0644531 0.0908203 0.00585938 
0.015625 0.155273 -0.0498047 
0.0175781 0.144531 -0.0458984 
0.015625 0.152344 -0.0498047 
0.0185547 0.142578 -0.0439453 
0.0429688 0.110352 0.00976562 
-0.00683594 0.0585938 -0.0078125 
0.0078125 0.124023 -0.0546875 
0.00292969 0.0292969 0.00878906 
-0.00683594 0.0585938 -0.0078125 
0.0195312 0.140625 -0.0419922 
-0.00195312 0.106445 -0.0410156 
-0.00683594 0.0585938 -0.0078125 
0.0380859 0.0361328 0.078125 
-0.0732422 0.114258 -0.121094 
-0.00683594 0.0576172 -0.0078125 
-0.00683594 0.0576172 -0.00683594 
0.015625 0.155273 -0.0498047 
-0.0185547 0.210938 -0.125977 
0.000976562 0.0458984 0.00976562 
0.0185547 0.140625 -0.0429688 
-0.000976562 0.108398 -0.0390625 
-0.0644531 0.179688 -0.163086 
0.0117188 0.0859375 0.0537109 
0 0.0644531 -0.0107422 
0.0292969 0.130859 0.0488281 
0.015625 0.154297 -0.0498047 
0.015625 0.266602 0.015625 
0.0751953 0.0507812 0.078125 
-0.0107422 0.0703125 0.0498047 
0.0166016 0.154297 -0.0478516 
0.0244141 0.124023 -0.0351562 
0.0078125 0.00878906 0.0146484 
0.0166016 0.146484 -0.046875 
0.0175781 0.143555 -0.0449219 
0.0146484 0.15332 -0.0498047 
0.0244141 0.0976562 0.00195312 
-0.0078125 0.0576172 -0.00878906 
0.015625 0.152344 -0.0498047 
0 0.0585938 0.00585938 
0.015625 0.15918 -0.0488281 
0.0175781 0.0527344 0.0888672 
-0.0224609 0.249023 -0.0244141 
0.0244141 0.175781 -0.0322266 
0.0078125 0.0527344 -0.000976562 
-0.0078125 0.0585938 -0.00878906 
0.0263672 0.0976562 0.0244141 
0.00488281 0.0595703 0.0146484 
-0.00878906 0.0458984 -0.0146484 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0205078 -0.0273438 0.0605469 
-0.00683594 0.0576172 -0.0078125 
-0.078125 0.188477 -0.107422 
0.015625 0.149414 -0.0478516 
0.00976562 0.0410156 0.00488281 
-0.00976562 0.0488281 -0.0146484 
0.015625 0.15918 -0.0488281 
0.0322266 0.0859375 0.0244141 
0.0205078 0.131836 -0.0410156 
0.0556641 0.171875 -0.0556641 
0.00976562 0.0458984 0.0263672 
0.0683594 0.03125 0.0380859 
0.0234375 0.0683594 -0.0380859 
-0.00195312 0.0976562 -0.0585938 
-0.0078125 0.0595703 -0.00683594 
0.00488281 0.179688 0.00195312 
0.0185547 0.0449219 0.0449219 
0.0195312 0.0419922 0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.0214844 0.222656 -0.0390625 
0.000976562 0.0625 0.00878906 
0.0136719 0.0371094 0 
-0.00683594 0.0576172 -0.0078125 
0.0615234 0.0556641 0.117188 
-0.00976562 0.0419922 -0.0175781 
-0.00683594 0.0576172 -0.00683594 
0.113281 0.138672 0.135742 
-0.00292969 0.0410156 -0.00683594 
-0.00683594 0.0576172 -0.00683594 
-0.000976562 0.0400391 -0.00390625 
0.00878906 0.0537109 0.0224609 
-0.0078125 0.0556641 -0.00976562 
0.0195312 0.103516 0.0117188 
0.0175781 0.142578 -0.0439453 
0.00390625 0.0527344 -0.0107422 
-0.0078125 0.0576172 -0.00878906 
-0.000976562 0.0410156 -0.00488281 
0.0839844 0.0820312 0.0800781 
-0.0078125 0.0439453 -0.0136719 
-0.00683594 0.0595703 -0.00878906 
0.0126953 0.0751953 -0.00585938 
0.0224609 0.181641 -0.0214844 
0.0205078 0.121094 -0.0449219 
0.0224609 0.118164 -0.0429688 
0.0146484 0.152344 -0.0507812 
-0.000976562 0.0654297 -0.0117188 
-0.00683594 0.0576172 -0.0078125 
0 0.0654297 -0.00976562 
0.0361328 0.0664062 0.0185547 
-0.0390625 0.12207 -0.0712891 
0.0146484 0.152344 -0.0507812 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.162109 -0.0449219 
-0.00683594 0.0576172 -0.0078125 
-0.00683594 0.0576172 -0.0078125 
0.00390625 0.0947266 -0.00878906 
0.046875 0.128906 -0.0556641 
0.0224609 0.117188 -0.0439453 
-0.0175781 0.168945 -0.0078125 
0 0.147461 -0.0244141 
0.00878906 0.0888672 -0.0185547 
0.00292969 0.0595703 0.0107422 
-0.00683594 0.0576172 -0.0078125 
0.0166016 0.0332031 -0.0214844 
-0.00878906 0.0517578 -0.0117188 
0.015625 0.15918 -0.0498047 
0.0185547 0.125977 -0.046875 
0.00976562 0.0957031 0.000976562 
-0.0136719 0.144531 -0.0585938 
-0.0078125 0.0595703 -0.00878906 
0.0439453 0.0742188 0.00488281 
0.0673828 0.0498047 0.111328 
-0.0078125 0.0566406 -0.00878906 
-0.00683594 0.0576172 -0.00683594 
0.104492 0.214844 0.0439453 
-0.000976562 0.0527344 -0.0078125 
0.0136719 0.150391 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.00195312 0.0566406 0.00976562 
0.00292969 0.0527344 0.0126953 
0.0185547 0.141602 -0.0429688 
0.0146484 0.124023 -0.0566406 
-0.00683594 0.0585938 -0.0078125 
0.0136719 0.152344 -0.0507812 
-0.0078125 0.0585938 -0.00878906 
0.0185547 0.198242 -0.0166016 
0.0644531 0.130859 0.0361328 
0.015625 0.154297 -0.0507812 
0.00683594 0.0673828 0.0634766 
0.0820312 0.117188 0.0634766 
-0.00683594 0.0585938 -0.0078125 
0.0458984 0.126953 0.0458984 
0.015625 0.147461 -0.0478516 
-0.00195312 0.0400391 -0.00488281 
0.015625 0.152344 -0.0498047 
0.00878906 0.15625 -0.0419922 
0.0175781 0.133789 -0.0478516 
0.0126953 0.0449219 0.0107422 
0.0341797 0.173828 -0.0195312 
0.0136719 0.111328 -0.0205078 
0.015625 0.149414 -0.046875 
0.015625 0.154297 -0.0498047 
0.015625 0.0214844 0.03125 
0.0078125 -0.00878906 0.0410156 
-0.00292969 0.0410156 -0.00683594 
-0.00390625 0.0410156 -0.00878906 
0.0234375 0.0605469 0.0703125 
0.0117188 0.142578 0.00390625 
0.015625 0.158203 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.0166016 0.147461 -0.046875 
0.0546875 0.121094 0.0107422 
-0.0117188 0.0410156 -0.0195312 
-0.00292969 0.0537109 -0.0136719 
-0.00195312 0.0673828 -0.0107422 
-0.00488281 0.0732422 -0.0322266 
-0.00683594 0.0585938 -0.0078125 
0.0332031 0.0908203 0.0126953 
0.0400391 0.0693359 0.0273438 
0.0146484 0.150391 -0.0488281 
0.0214844 0.0429688 0.0634766 
0.139648 0.0976562 0.0644531 
0.0078125 0.0527344 0.0214844 
-0.000976562 0.0478516 -0.00585938 
-0.00976562 0.0449219 -0.015625 
-0.00878906 0.0576172 -0.00976562 
-0.00683594 0.0585938 -0.0078125 
0.0253906 0.137695 -0.0273438 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.15332 -0.0488281 
0.00585938 0.0585938 0.015625 
0.00488281 0.0732422 -0.0175781 
0.015625 0.111328 -0.0605469 
-0.0078125 0.0566406 -0.00878906 
0.0488281 0.112305 0.0322266 
0.000976562 0.0654297 0.0683594 
0.00488281 0.0644531 -0.00878906 
0.015625 0.15332 -0.0488281 
0 0.0498047 -0.00585938 
0.00976562 0.0263672 0.0224609 
0.03125 0.0380859 0.0732422 
0 0.0488281 -0.00488281 
0.0234375 0.202148 -0.0410156 
0.00292969 0.189453 -0.0244141 
0.0527344 0.0869141 0.00878906 
-0.00683594 0.0585938 -0.0078125 
-0.00488281 0.0703125 -0.0126953 
0.0751953 0.00488281 0.0810547 
-0.0078125 0.0488281 -0.0126953 
-0.0078125 0.0507812 -0.0107422 
-0.000976562 0.0439453 -0.00488281 
-0.0078125 0.0546875 -0.00976562 
0.0136719 0.152344 -0.0498047 
0.0185547 0.0683594 0.00195312 
0.0371094 0.130859 -0.0078125 
-0.0107422 0.046875 -0.000976562 
-0.0175781 0.0986328 -0.0419922 
0.0185547 0.141602 -0.0429688 
0.0146484 0.15332 -0.0498047 
0.015625 0.155273 -0.0498047 
0.0175781 0.0419922 0.0410156 
0.0527344 0.34375 -0.128906 
0 0.0585938 0.00585938 
-0.00683594 0.0673828 0.0234375 
-0.000976562 0.0537109 -0.0078125 
0 0.0888672 -0.0224609 
0.0878906 0.0625 0.0869141 
0.00585938 0.0830078 0.0322266 
0.015625 0.155273 -0.0488281 
0.00195312 0.0712891 -0.0078125 
0.015625 0.161133 -0.0458984 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.152344 -0.0498047 
-0.0107422 0.0439453 -0.0175781 
-0.00683594 0.0576172 -0.0078125 
0 0.0771484 0.0126953 
-0.00683594 0.0585938 -0.0078125 
0.0644531 0.0878906 0.0400391 
0.00195312 0.0712891 -0.0078125 
0.00488281 0.0683594 -0.0136719 
0.015625 0.152344 -0.0498047 
0.0449219 0.100586 0.00195312 
0.0126953 0.151367 -0.0498047 
0.116211 0.113281 0.0908203 
-0.00878906 0.0478516 -0.0136719 
-0.0078125 0.0527344 -0.00976562 
0.00390625 0.0742188 -0.00585938 
0.0175781 0.134766 -0.0458984 
-0.0078125 0.0419922 -0.0136719 
0.0634766 0.137695 0.0371094 
0.0175781 0.141602 -0.0478516 
-0.00976562 0.148438 -0.0419922 
0.000976562 0.0654297 -0.00878906 
-0.000976562 0.0400391 -0.00390625 
0.0214844 0.0576172 0.00683594 
0.0136719 0.150391 -0.0498047 
0.00585938 0.0644531 0.0185547 
0.00976562 0.0292969 -0.00195312 
0.0175781 0.0410156 0.0166016 
-0.0283203 0.162109 -0.0292969 
0.0332031 0.0595703 0.0703125 
0.0136719 0.0478516 0.0341797 
0.0166016 0.15918 -0.0488281 
0.015625 0.155273 -0.0498047 
-0.0292969 0.0478516 -0.0478516 
-0.0126953 0.109375 -0.00976562 
0.015625 0.157227 -0.0507812 
-0.00292969 0.0517578 0.00878906 
0.0332031 0.0693359 0.00976562 
0.00195312 0.0693359 -0.00683594 
-0.00683594 0.0585938 -0.0078125 
-0.00292969 0.0478516 0 
0.108398 0.207031 0.0537109 
-0.00683594 0.0595703 -0.00878906 
0.015625 0.149414 -0.046875 
0.0722656 0.0830078 0.0917969 
0.0498047 0.0898438 0.0429688 
0.0712891 0.0751953 0.12207 
-0.0107422 0.0712891 -0.0390625 
0.000976562 0.0712891 -0.0078125 
0.0146484 0.15332 -0.0498047 
0.0107422 0.191406 -0.0224609 
0.000976562 0.0683594 0.0546875 
0.0234375 0.0751953 -0.00585938 
-0.0117188 0.0400391 -0.0205078 
-0.00878906 0.0556641 -0.0107422 
-0.00683594 0.0585938 -0.0078125 
-0.00390625 0.0390625 -0.00390625 
-0.00878906 0.0517578 -0.0107422 
0.015625 0.134766 -0.0498047 
0 0.0712891 -0.0244141 
-0.00683594 0.0585938 -0.0078125 
0.0136719 0.152344 -0.0498047 
0.0537109 0.143555 0.0195312 
0.000976562 0.133789 -0.00683594 
0.0488281 0.266602 -0.0380859 
0.0742188 0.0488281 0.114258 
0.0390625 0.136719 0 
0.0205078 0.133789 -0.0410156 
0.015625 0.152344 -0.0498047 
-0.00683594 0.0576172 -0.0078125 
0.00488281 0.0390625 0 
0.0917969 0.0957031 0.0957031 
-0.00683594 0.0576172 -0.00683594 
-0.0078125 0.0664062 -0.0341797 
-0.00683594 0.0576172 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0527344 -0.0078125 
-0.00195312 0.0566406 -0.0107422 
0.00195312 0.0625 0.00976562 
-0.00585938 0.0576172 -0.00488281 
0.0507812 0.111328 0.0380859 
-0.00683594 0.0673828 -0.00488281 
0.0185547 0.140625 -0.0429688 
0.0205078 0.134766 -0.0410156 
-0.00488281 0.0664062 -0.0185547 
0.00390625 0.0742188 -0.0195312 
0.0332031 0.157227 0.0585938 
0.12207 0.0419922 0.180664 
0.0166016 0.152344 -0.0488281 
-0.000976562 0.0400391 -0.00488281 
-0.000976562 0.0488281 -0.00683594 
-0.0107422 0.0458984 -0.0166016 
-0.0488281 0.138672 -0.0664062 
0.0537109 0.160156 0.0146484 
0.00585938 0.0771484 0.0605469 
0.0175781 0.0839844 0.0351562 
0.0136719 0.152344 -0.0507812 
0.0429688 0.102539 0.00195312 
-0.00683594 0.0585938 -0.0078125 
-0.00390625 0.0410156 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.078125 0.15625 0.0703125 
0.0234375 0.101562 -0.0371094 
0.0126953 0.0615234 0.0673828 
0.0175781 0.144531 -0.0449219 
-0.00683594 0.0585938 -0.0078125 
0.0146484 0.157227 -0.0507812 
-0.0234375 0.121094 -0.0341797 
0 0.0517578 -0.00585938 
0.0136719 0.151367 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.0654297 0.107422 0.0371094 
0.0371094 0.121094 -0.0175781 
-0.000976562 0.0546875 0.00390625 
-0.0136719 0.0322266 -0.0253906 
0.0175781 0.152344 -0.0478516 
0.0126953 0.0273438 -0.000976562 
-0.000976562 0.0410156 -0.00488281 
-0.0107422 0.0634766 -0.0361328 
-0.00683594 0.0576172 -0.0078125 
-0.0146484 0.0546875 -0.0185547 
-0.0371094 0.160156 -0.078125 
-0.00683594 0.0585938 -0.0078125 
0.0205078 0.134766 -0.0400391 
0.0166016 0.15625 -0.0488281 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0576172 -0.0078125 
0.0117188 0.0507812 0.00976562 
0.0166016 0.211914 -0.0175781 
0.0371094 0.0878906 0.0214844 
-0.00683594 0.0585938 -0.0078125 
0.000976562 0.0625 0.00976562 
-0.00683594 0.0585938 -0.0078125 
-0.00878906 0.0449219 -0.0146484 
-0.0195312 0.0498047 -0.0371094 
0.0175781 0.144531 -0.0449219 
-0.000976562 0.0400391 -0.00488281 
0.0166016 0.158203 -0.0478516 
-0.00683594 0.0419922 -0.0117188 
0.0146484 0.151367 -0.0498047 
-0.00683594 0.0585938 -0.0078125 
0.0185547 0.139648 -0.0439453 
0.015625 0.15332 -0.0498047 
0.015625 0.155273 -0.0507812 
-0.00683594 0.0585938 -0.0078125 
0.0244141 0.108398 -0.0380859 
